Semester,Academic Year,Concert #,Performer,Date,Performer Type,Detailed Performance,Performance Type,Instrument,Index,Composer,Ugly,Composer Category,Composer Status,Arranger,Piece
Fall 2024,24-25 Academic Year,8,"Otis Murphy, saxophone; Haruko Murphy, piano",10/13/24,Ricardo Martinez,Guest Artist Recital,Recital,,8.4,François Borne,"Borne, François",1,2,,"Lullaby, from The Consul (1950)"
Fall 2024,24-25 Academic Year,8,"Otis Murphy, saxophone; Haruko Murphy, piano",10/13/24,Ricardo Martinez,Guest Artist Recital,Recital,,8.5,Denis Bédard,"Bédard, Denis",1,1,,‘Anybody Have a Map?’ from Dear Evan Hansen (2015)
Fall 2024,24-25 Academic Year,8,"Otis Murphy, saxophone; Haruko Murphy, piano",10/13/24,Ricardo Martinez,Guest Artist Recital,Recital,,8.6,Ryota Ishikawa,"Ishikawa, Ryota",3,1,,"‘Make Our Garden Grow,’ Finale from Candide (1956)"
Fall 2024,24-25 Academic Year,9,Kyle Bruckmann & Jonathan Latta,,Kyle Bruckmann,Faculty Recital,Recital,,9.1,Kyle Bruckmann,"Bruckmann, Kyle",1,1,,Lament from Into the Woods (1986)
Fall 2024,24-25 Academic Year,9,Kyle Bruckmann & Jonathan Latta,,Kyle Bruckmann,Faculty Recital,Recital,,9.2,Dana Reason,"Reason, Dana",2,1,,Stay with Me from Into the Woods (1986)
Fall 2024,24-25 Academic Year,9,Kyle Bruckmann & Jonathan Latta,,Kyle Bruckmann,Faculty Recital,Recital,,9.3,Du Yun,Du Yun,4,1,,Somewhere from West Side Story (1957)
Fall 2024,24-25 Academic Year,9,Kyle Bruckmann & Jonathan Latta,,Kyle Bruckmann,Faculty Recital,Recital,,9.4,Wilfrido Terrazas,"Terrazas, Wilfrido",1,1,,Corner of the Sky from Pippin (1972)
Fall 2024,24-25 Academic Year,9,Kyle Bruckmann & Jonathan Latta,,Kyle Bruckmann,Faculty Recital,Recital,,9.5,Wilhelm Killmayer,"Killmayer, Wilhelm",1,2,,"Vocalise, op. 34, No. 14 (1915)"
Fall 2024,24-25 Academic Year,9,Kyle Bruckmann & Jonathan Latta,,Kyle Bruckmann,Faculty Recital,Recital,,9.6,Grace Coberly,"Coberly, Grace",2,1,,Fair Robin I Love from Tartuffe (1980)
Fall 2024,24-25 Academic Year,9,Kyle Bruckmann & Jonathan Latta,,Kyle Bruckmann,Faculty Recital,Recital,,9.7,Nailah Nombeko,"Nombeko, Nailah",4,1,,"Violin Sonata No. 3 in D minor, op. 108"
Fall 2024,24-25 Academic Year,10,Pacific Jazz Ensemble,10/16/24,Patrick Langham,Ensemble,Ensemble,,10.1,Michael Philip Mossman,"Mossman, Michael Philip",1,1,,"Bassoon Sonata, op. 9 (1887)"
Fall 2024,24-25 Academic Year,10,Pacific Jazz Ensemble,10/16/24,Patrick Langham,Ensemble,Ensemble,,10.2,Joe Henderson,"Henderson, Joe",3,2,,Devil’s Waltz (2014)
Fall 2024,24-25 Academic Year,10,Pacific Jazz Ensemble,10/16/24,Patrick Langham,Ensemble,Ensemble,,10.3,Oliver Nelson,"Nelson, Oliver",3,2,,Cruda sorte! Amor tiranno! from L'italiana in Algeri (1813)
Fall 2024,24-25 Academic Year,10,Pacific Jazz Ensemble,10/16/24,Patrick Langham,Ensemble,Ensemble,,10.4,Billy Strayhorn,"Strayhorn, Billy",3,2,,Kím (2001)
Fall 2024,24-25 Academic Year,10,Pacific Jazz Ensemble,10/16/24,Patrick Langham,Ensemble,Ensemble,,10.5,Thad Jones,"Jones, Thad",3,2,,"Piano Sonata in A minor, D. 784 (1822)"
Fall 2024,24-25 Academic Year,10,Pacific Jazz Ensemble,10/16/24,Patrick Langham,Ensemble,Ensemble,,10.6,Hoyt Curtin,"Curtin, Hoyt",1,2,,So In Love (1948)
Fall 2024,24-25 Academic Year,11,Conservatory Concert Hour,10/18/24,Nic Kuster,Concert Hour,Recital,,11.1,Frédéric Chopin,"Chopin, Frédéric",1,2,,Prelude and Fugue from Suite BWV 997
Fall 2024,24-25 Academic Year,11,Conservatory Concert Hour,10/18/24,Nic Kuster,Concert Hour,Recital,,11.2,Johann Sebastian Bach,"Bach, Johann Sebastian",1,2,,"Porgi, amor from The Marriage of Figaro (1786)"
Fall 2024,24-25 Academic Year,11,Conservatory Concert Hour,10/18/24,Nic Kuster,Concert Hour,Recital,,11.3,Bill Douglas,"Douglas, Bill",1,1,,"Steal Me, Sweet Thief from The Old Maid and the Thief (1939)"
Fall 2024,24-25 Academic Year,11,Conservatory Concert Hour,10/18/24,Nic Kuster,Concert Hour,Recital,,11.4,James Pierpoint,"Pierpont, James",1,2,,Addio del passato from La Traviata (1853)
Fall 2024,24-25 Academic Year,11,Conservatory Concert Hour,10/18/24,Nic Kuster,Concert Hour,Recital,,11.5,traditional,traditional,999,999,,"Symphony No. 41 in C major, KV 551 “Jupiter” (1788)"
Fall 2024,24-25 Academic Year,12,"Anne Miller, violin; Sonia Leong, piano",10/18/24,Ann Miller,Faculty Recital,Recital,,12.1,Johannes Brahms,"Brahms, Johannes",1,2,,Momentum (2023)
Fall 2024,24-25 Academic Year,12,"Anne Miller, violin; Sonia Leong, piano",10/18/24,Ann Miller,Faculty Recital,Recital,,12.2,Maurice Ravel,"Ravel, Maurice",1,2,,Mallet Quartet (2009)
Fall 2024,24-25 Academic Year,12,"Anne Miller, violin; Sonia Leong, piano",10/18/24,Ann Miller,Faculty Recital,Recital,,12.3,Vivian Fung,"Fung, Vivian",4,1,,Earth Moves (2024)
Fall 2024,24-25 Academic Year,13,Justin Silva,10/19/24,Justin Silva,Student Recital,Recital,,13.1,Jacques Ibert,"Ibert, Jacques",1,2,,Stagger (2024)
Fall 2024,24-25 Academic Year,13,Justin Silva,10/19/24,Justin Silva,Student Recital,Recital,,13.2,Willard Elliot,"Elliot, Willard",1,2,,"Andante e rondo ongarese, op. 35 (1813)"
Fall 2024,24-25 Academic Year,13,Justin Silva,10/19/24,Justin Silva,Student Recital,Recital,,13.3,Jenni Brandon,"Brandon, Jenni",2,1,,Fantaisie brillante sur Carmen (1875)
Fall 2024,24-25 Academic Year,14,Pacific Wind Bands & LHS Wind Ensemble,10/22/24,Vu Nguyen,Ensemble,Ensemble,,14.1,Ralph Vaughan Williams,"Vaughan Williams, Ralph",1,2,,"Flute Concerto No. 161 in G major, QV 5:174 (1745)"
Fall 2024,24-25 Academic Year,14,Pacific Wind Bands & LHS Wind Ensemble,10/22/24,Vu Nguyen,Ensemble,Ensemble,,14.1,Eric Whitacre,"Whitacre, Eric",1,1,,Cassandra (1966)
Fall 2024,24-25 Academic Year,14,Pacific Wind Bands & LHS Wind Ensemble,10/22/24,Vu Nguyen,Ensemble,Ensemble,,14.11,Ruth Brittin,"Brittin, Ruth",2,1,,Beautiful Love (1931)
Fall 2024,24-25 Academic Year,14,Pacific Wind Bands & LHS Wind Ensemble,10/22/24,Vu Nguyen,Ensemble,Ensemble,,14.12,Alex Shapiro,"Shapiro, Alex",2,1,,Summertime (1935)
Fall 2024,24-25 Academic Year,14,Pacific Wind Bands & LHS Wind Ensemble,10/22/24,Vu Nguyen,Ensemble,Ensemble,,14.2,Katahj Copley,"Copley, Katahj",3,1,,"Piano Sonata in A minor, D. 784 (1823)"
Fall 2024,24-25 Academic Year,14,Pacific Wind Bands & LHS Wind Ensemble,10/22/24,Vu Nguyen,Ensemble,Ensemble,,14.3,Eduard Holst,"Holst, Eduard",1,2,,Suite for Four Horns (1952)
Fall 2024,24-25 Academic Year,14,Pacific Wind Bands & LHS Wind Ensemble,10/22/24,Vu Nguyen,Ensemble,Ensemble,,14.4,Hans Engelmann,"Engelmann, Hans",1,2,,Introduction et variations sur une ronde populaire (1936)
Fall 2024,24-25 Academic Year,14,Pacific Wind Bands & LHS Wind Ensemble,10/22/24,Vu Nguyen,Ensemble,Ensemble,,14.5,Eric Whitacre,"Whitacre, Eric",1,1,,"Piano Trio No. 4 in E minor, op. 90, B. 166 (“Dumky”) (1891)"
Fall 2024,24-25 Academic Year,14,Pacific Wind Bands & LHS Wind Ensemble,10/22/24,Vu Nguyen,Ensemble,Ensemble,,14.6,Michael Markowski,"Markowski, Michael",1,1,,“E” for Eleanora (2017)
Fall 2024,24-25 Academic Year,14,Pacific Wind Bands & LHS Wind Ensemble,10/22/24,Vu Nguyen,Ensemble,Ensemble,,14.7,Thomas Allen,"Allen, Thomas",1,2,,There Is No Greater Love (1936)
Fall 2024,24-25 Academic Year,14,Pacific Wind Bands & LHS Wind Ensemble,10/22/24,Vu Nguyen,Ensemble,Ensemble,,14.8,William Bolcom,"Bolcom, William",1,1,,Fields of Green (2011)
Fall 2024,24-25 Academic Year,14,Pacific Wind Bands & LHS Wind Ensemble,10/22/24,Vu Nguyen,Ensemble,Ensemble,,14.9,Alex Turley,"Turley, Alex",1,1,,The Nearness of You (1937/2007)
Fall 2024,24-25 Academic Year,15,Lost & Found Music Theatre,10/25/24,Eric Dudley,Musical Theatre,Chamber,,15.1,Ernest Charles,"Charles, Ernest",1,2,,"Violin Sonata No. 1 in G minor, BWV 1001 (1720)"
Fall 2024,24-25 Academic Year,15,Lost & Found Music Theatre,10/25/24,Eric Dudley,Musical Theatre,Chamber,,15.1,Charles Samuel Brown,"Brown, Charles Samuel",3,2,,"24 Preludes, op. 34 (1933)"
Fall 2024,24-25 Academic Year,15,Lost & Found Music Theatre,10/25/24,Eric Dudley,Musical Theatre,Chamber,,15.11,"Alan Menken, Tim Rice","Menken, Alan & Rice, Tim",1,,,Deux Arabesques (1888)
Fall 2024,24-25 Academic Year,15,Lost & Found Music Theatre,10/25/24,Eric Dudley,Musical Theatre,Chamber,,15.12,Jerry Herman,"Herman, Jerry",1,2,,A Summer in Ohio (2001)
Fall 2024,24-25 Academic Year,15,Lost & Found Music Theatre,10/25/24,Eric Dudley,Musical Theatre,Chamber,,15.13,Stephen Sondheim,"Sondheim, Stephen",1,1,,Youkali (1935)
Fall 2024,24-25 Academic Year,15,Lost & Found Music Theatre,10/25/24,Eric Dudley,Musical Theatre,Chamber,,15.14,Xavier Montsalvatge,"Montsalvatge, Xavier",1,2,,I’ll Be Home for Christmas (1943)
Fall 2024,24-25 Academic Year,15,Lost & Found Music Theatre,10/25/24,Eric Dudley,Musical Theatre,Chamber,,15.15,Gian Carlo Menotti,"Menotti, Gian Carlo",1,2,,Canonic Suite (1939)
Fall 2024,24-25 Academic Year,15,Lost & Found Music Theatre,10/25/24,Eric Dudley,Musical Theatre,Chamber,,15.16,Benj Pasek and Justin Paul,"Pasek, Benj / Paul, Justin",1,1,,"Clarinet Trio in A minor, op. 114 (1891)"
Fall 2024,24-25 Academic Year,15,Lost & Found Music Theatre,10/25/24,Eric Dudley,Musical Theatre,Chamber,,15.17,Leonard Bernstein,"Bernstein, Leonard",1,2,,"Piano Trio No. 3 in C minor, op. 1 (1793–1795)"
Fall 2024,24-25 Academic Year,15,Lost & Found Music Theatre,10/25/24,Eric Dudley,Musical Theatre,Chamber,,15.18,Stephen Sondheim,"Sondheim, Stephen",1,1,,"Divertissement, op. 126 (2015)"
Fall 2024,24-25 Academic Year,15,Lost & Found Music Theatre,10/25/24,Eric Dudley,Musical Theatre,Chamber,,15.19,Stephen Sondheim,"Sondheim, Stephen",1,1,,"Cello Concerto No. 1, op. 33 (1872)"
Fall 2024,24-25 Academic Year,15,Lost & Found Music Theatre,10/25/24,Eric Dudley,Musical Theatre,Chamber,,15.2,Leonard Bernstein,"Bernstein, Leonard",1,2,,"Violin Concerto in A minor, op. 82 (1904)"
Fall 2024,24-25 Academic Year,15,Lost & Found Music Theatre,10/25/24,Eric Dudley,Musical Theatre,Chamber,,15.3,Stephen Schwartz,"Schwartz, Stephen",1,1,,Passacaglia (1893)
Fall 2024,24-25 Academic Year,15,Lost & Found Music Theatre,10/25/24,Eric Dudley,Musical Theatre,Chamber,,15.4,Sergei Rachmaninoff,"Rachmaninoff, Sergei",1,2,,Suite for Four Horns (1952)
Fall 2024,24-25 Academic Year,15,Lost & Found Music Theatre,10/25/24,Eric Dudley,Musical Theatre,Chamber,,15.5,Kirke Mechem,"Mechem, Kirke",1,1,,Introduction et variations sur une ronde populaire (1936)
Fall 2024,24-25 Academic Year,15,Lost & Found Music Theatre,10/25/24,Eric Dudley,Musical Theatre,Chamber,,15.6,Sara Bareilles,"Bareilles, Sara",2,1,,Largo e Allegro
Fall 2024,24-25 Academic Year,15,Lost & Found Music Theatre,10/25/24,Eric Dudley,Musical Theatre,Chamber,,15.7,"Alan Menken, Tim Rice","Menken, Alan & Rice, Tim",1,,,"Sonata No. 1, op.16 (1805)"
Fall 2024,24-25 Academic Year,15,Lost & Found Music Theatre,10/25/24,Eric Dudley,Musical Theatre,Chamber,,15.8,"Alan Menken, Tim Rice","Menken, Alan & Rice, Tim",1,,,"Trio No. 1 in D major, op. 13 (1814)"
Fall 2024,24-25 Academic Year,15,Lost & Found Music Theatre,10/25/24,Eric Dudley,Musical Theatre,Chamber,,15.9,"Kevin Murphy, Laurence O’Keefe","O'Keefe, Laurence & Murphy, Kevin",1,1,,"Konzertstück No. 1, op. 113 (1832)"
Fall 2024,24-25 Academic Year,16,Skylar Warren,10/27/24,Skylar Warren,Student Recital,Recital,,16.1,Skylar Warren,"Warren, Skylar",999,999,,Horn Concerto No. 3 in E flat major (1787)
Fall 2024,24-25 Academic Year,16,Skylar Warren,10/27/24,Skylar Warren,Student Recital,Recital,,16.2,Skylar Warren,"Warren, Skylar",999,999,,Aria (1936)
Fall 2024,24-25 Academic Year,16,Skylar Warren,10/27/24,Skylar Warren,Student Recital,Recital,,16.3,Skylar Warren,"Warren, Skylar",999,999,,"Drei Klavierstücke, op. 11 (rev. 1924)"
Fall 2024,24-25 Academic Year,16,Skylar Warren,10/27/24,Skylar Warren,Student Recital,Recital,,16.4,Skylar Warren,"Warren, Skylar",999,999,,"Sonata No. 1, op. 16 (ca. 1805)"
Fall 2024,24-25 Academic Year,17,Conservatory Concert Hour,11/1/24,Nic Kuster,Concert Hour,Recital,,17.1,Johannes Brahms,"Brahms, Johannes",1,2,,En Foret (1941)
Fall 2024,24-25 Academic Year,17,Conservatory Concert Hour,11/1/24,Nic Kuster,Concert Hour,Recital,,17.2,Gustav Schreck,"Schreck, Gustav",1,1,,Variations sérieuses (1841)
Fall 2024,24-25 Academic Year,17,Conservatory Concert Hour,11/1/24,Nic Kuster,Concert Hour,Recital,,17.3,Steven Verhelst,"Verhelst, Steven",1,1,,O Radiant Dawn (2008)
Fall 2024,24-25 Academic Year,17,Conservatory Concert Hour,11/1/24,Nic Kuster,Concert Hour,Recital,,17.4,Gioachino Rossini,"Rossini, Gioachino",1,2,,Noel (2002/2004)
Fall 2024,24-25 Academic Year,17,Conservatory Concert Hour,11/1/24,Nic Kuster,Concert Hour,Recital,,17.5,Áskell Másson,"Másson, Áskell",1,1,,Luminous Night of the Soul (2012)
Fall 2024,24-25 Academic Year,17,Conservatory Concert Hour,11/1/24,Nic Kuster,Concert Hour,Recital,,17.6,Franz Schubert,"Schubert, Franz",1,2,,Away in a Manger (2012)
Fall 2024,24-25 Academic Year,18,Pacific Vocal Jazz Ensemble,11/1/24,Melissa Fulkerson,Ensemble,Ensemble,,18.1,Cole Porter,"Porter, Cole",1,2,,"Symphony No. 2 in D Major, Op. 35 (1845)"
Fall 2024,24-25 Academic Year,18,Pacific Vocal Jazz Ensemble,11/1/24,Melissa Fulkerson,Ensemble,Ensemble,,18.2,Count Basie,"Basie, William ""Count""",3,2,,Rondo (2001/2017)
Fall 2024,24-25 Academic Year,18,Pacific Vocal Jazz Ensemble,11/1/24,Melissa Fulkerson,Ensemble,Ensemble,,18.3,Peter Sprague,"Sprague, Peter",1,1,,Long Journey from Planet Zeno (2024)
Fall 2024,24-25 Academic Year,18,Pacific Vocal Jazz Ensemble,11/1/24,Melissa Fulkerson,Ensemble,Ensemble,,18.4,Kurt Elling,"Elling, Kurt",1,1,,Hard to Argue (2015)
Fall 2024,24-25 Academic Year,18,Pacific Vocal Jazz Ensemble,11/1/24,Melissa Fulkerson,Ensemble,Ensemble,,18.5,Johnaye Kendrick,"Kendrick, Johnaye",4,1,,Apex Predators (2015)
Fall 2024,24-25 Academic Year,18,Pacific Vocal Jazz Ensemble,11/1/24,Melissa Fulkerson,Ensemble,Ensemble,,18.6,"Johnny Mandel, Johnny Mandel","Mandel, Johnny",1,2,,Special Someone (2020)
Fall 2024,24-25 Academic Year,18,Pacific Vocal Jazz Ensemble,11/1/24,Melissa Fulkerson,Ensemble,Ensemble,,18.7,"Harold Arlen, Johnny Mercer","Arlen, Harold and Johnny Mercer",1,2,,Snapshots (2014)
Fall 2024,24-25 Academic Year,18,Pacific Vocal Jazz Ensemble,11/1/24,Melissa Fulkerson,Ensemble,Ensemble,,18.8,Charles Calhoun,"Calhoun, Charles (aka Jesse Stone)",3,2,,Me disagrees (2010)
Fall 2024,24-25 Academic Year,19,"Guy Powell, guitar",11/7/24,Guy Powell,Faculty Recital,Recital,,19.1,J. S. Bach,"Bach, Johann Sebastian",1,2,,Let the Darkness Out (2019)
Fall 2024,24-25 Academic Year,19,"Guy Powell, guitar",11/7/24,Guy Powell,Faculty Recital,Recital,,19.2,Astor Piazzolla,"Piazzolla, Astor",3,2,,Home Away from Home (2019)
Fall 2024,24-25 Academic Year,19,"Guy Powell, guitar",11/7/24,Guy Powell,Faculty Recital,Recital,,19.3,Astor Piazzolla,"Piazzolla, Astor",3,2,,After You (2019)
Fall 2024,24-25 Academic Year,19,"Guy Powell, guitar",11/7/24,Guy Powell,Faculty Recital,Recital,,19.4,Anonymous,Anonymous,999,999,,Entr’acte (2011/2014)
Fall 2024,24-25 Academic Year,19,"Guy Powell, guitar",11/7/24,Guy Powell,Faculty Recital,Recital,,19.5,Maria Linnemann,"Linnemann, Maria",2,1,,"a poet you must become (2023) for oboe, fixed sound, and field recordings"
Fall 2024,24-25 Academic Year,19,"Guy Powell, guitar",11/7/24,Guy Powell,Faculty Recital,Recital,,19.6,Agustin Barrios,"Barrios, Agustin",3,2,,Compostela for Solo Bassoon (2018)
Fall 2024,24-25 Academic Year,19,"Guy Powell, guitar",11/7/24,Guy Powell,Faculty Recital,Recital,,19.7,Aloha Oe,Queen Lili'uokalani,4,2,,Golden Vistas (2024)
Fall 2024,24-25 Academic Year,19,"Guy Powell, guitar",11/7/24,Guy Powell,Faculty Recital,Recital,,19.8,Jerry Santos,"Santos, Jerry",1,1,,Moment (2016)
Fall 2024,24-25 Academic Year,19,"Guy Powell, guitar",11/7/24,Guy Powell,Faculty Recital,Recital,,19.9,Jeff Peterson,"Peterson, Jeff",1,1,,‘She Used to Be Mine’ from Waitress (2015)
Fall 2024,24-25 Academic Year,20,Pacific Chamber Orchestra,11/8/24,Jonathan Latta,Ensemble,Ensemble,,20.1,Wolfgang Amadeus Mozart,"Mozart, Wolfgang Amadeus",1,2,,Rondo (2001/2017)
Fall 2024,24-25 Academic Year,20,Pacific Chamber Orchestra,11/8/24,Jonathan Latta,Ensemble,Ensemble,,20.2,Gian Carlo Menotti,"Menotti, Gian Carlo",1,2,,Three Miniatures (2024)
Fall 2024,24-25 Academic Year,20,Pacific Chamber Orchestra,11/8/24,Jonathan Latta,Ensemble,Ensemble,,20.3,Giuseppe Verdi,"Verdi, Giuseppe",1,2,,Apex Predators (2015)
Fall 2024,24-25 Academic Year,20,Pacific Chamber Orchestra,11/8/24,Jonathan Latta,Ensemble,Ensemble,,20.4,Wolfgang Amadeus Mozart,"Mozart, Wolfgang Amadeus",1,2,,Polish Caprice (1949)
Fall 2024,24-25 Academic Year,20,Pacific Chamber Orchestra,11/8/24,Jonathan Latta,Ensemble,Ensemble,,20.5,Jessie Montgomery,"Montgomery, Jessie",4,1,,I Listen to the Stillness of You (2016)
Fall 2024,24-25 Academic Year,20,Pacific Chamber Orchestra,11/8/24,Jonathan Latta,Ensemble,Ensemble,,20.6,Florence Price,"Price, Florence",4,2,,Tequila Saxiana (Segundo Mareo) (2002)
Fall 2024,24-25 Academic Year,21,Pacific Percussion Ensemble,11/12/24,Jonathan Latta,Ensemble,Ensemble,,21.1,Matt Moore,"Moore, Matt",1,1,,Caribbean Fire Dance (1963/2002)
Fall 2024,24-25 Academic Year,21,Pacific Percussion Ensemble,11/12/24,Jonathan Latta,Ensemble,Ensemble,,21.2,Steve Reich,"Reich, Steve",1,1,,111–44 (1961/1997)
Fall 2024,24-25 Academic Year,21,Pacific Percussion Ensemble,11/12/24,Jonathan Latta,Ensemble,Ensemble,,21.3,Andrew Conklin,"Conklin, Andrew",1,1,,Isfahan (1964)
Fall 2024,24-25 Academic Year,21,Pacific Percussion Ensemble,11/12/24,Jonathan Latta,Ensemble,Ensemble,,21.4,Catherine Likhuta,"Likhuta, Catherine",2,1,,About Time (1963)
Fall 2024,24-25 Academic Year,21,Pacific Percussion Ensemble,11/12/24,Jonathan Latta,Ensemble,Ensemble,,21.5,Vicente Lusitano,"Lusitano, Vicente",3,2,,Moment (2016)
Fall 2024,24-25 Academic Year,21,Pacific Percussion Ensemble,11/12/24,Jonathan Latta,Ensemble,Ensemble,,21.6,Allison Loggins-Hull,"Loggins-Hull, Allison",4,1,,Love Letters
Fall 2024,24-25 Academic Year,21,Pacific Percussion Ensemble,11/12/24,Jonathan Latta,Ensemble,Ensemble,,21.7,Juri Seo,"Seo, Juri",4,1,,Cafe 1930
Fall 2024,24-25 Academic Year,22,"Kathryn Schulmeister, bass, Brittany Trotter, flute",11/14/24,Kathryn Schulmeister,Faculty Recital,Recital,,22.1,Michael Genese,"Genese, Michael",1,1,,Bordel 1900
Fall 2024,24-25 Academic Year,22,"Kathryn Schulmeister, bass, Brittany Trotter, flute",11/14/24,Kathryn Schulmeister,Faculty Recital,Recital,,22.2,Kathryn Schulmeister,"Schulmeister, Kathryn",2,1,,Heu Me Domine (1553; 2024)
Fall 2024,24-25 Academic Year,22,"Kathryn Schulmeister, bass, Brittany Trotter, flute",11/14/24,Kathryn Schulmeister,Faculty Recital,Recital,,22.3,Shawn E. Okpebholo,"Okpebholo, Shawn E.",3,1,,On a Poem by Miho Nonaka: Harvard Square (2013)
Fall 2024,24-25 Academic Year,22,"Kathryn Schulmeister, bass, Brittany Trotter, flute",11/14/24,Kathryn Schulmeister,Faculty Recital,Recital,,22.4,Giacinto Scelsi,"Scelsi, Giacinto",1,2,,Cantaloupe Island (1964)
Fall 2024,24-25 Academic Year,22,"Kathryn Schulmeister, bass, Brittany Trotter, flute",11/14/24,Kathryn Schulmeister,Faculty Recital,Recital,,22.5,Teppo Hauta-aho,"Hauta-aho, Teppo",1,2,,Pent-Up House (1956)
Fall 2024,24-25 Academic Year,22,"Kathryn Schulmeister, bass, Brittany Trotter, flute",11/14/24,Kathryn Schulmeister,Faculty Recital,Recital,,22.6,Wilfrido Terrazas,"Terrazas, Wilfrido",1,1,,Four (1954)
Fall 2024,24-25 Academic Year,23,Conservatory Concert Hour,11/15/24,Nic Kuster,Concert Hour,Recital,,23.1,Carl Maria von Weber,"Weber, Carl Maria von",1,2,,Black Orpheus (1959)
Fall 2024,24-25 Academic Year,23,Conservatory Concert Hour,11/15/24,Nic Kuster,Concert Hour,Recital,,23.2,François Borne,"Borne, François",1,2,,Joy Spring (1954)
Fall 2024,24-25 Academic Year,23,Conservatory Concert Hour,11/15/24,Nic Kuster,Concert Hour,Recital,,23.3,Johann Joachim Quantz,"Quantz, Johann Joachim",1,2,,Black Narcissus (1969)
Fall 2024,24-25 Academic Year,23,Conservatory Concert Hour,11/15/24,Nic Kuster,Concert Hour,Recital,,23.4,Franz Schubert,"Schubert, Franz",1,2,,The Kicker (1964)
Fall 2024,24-25 Academic Year,23,Conservatory Concert Hour,11/15/24,Nic Kuster,Concert Hour,Recital,,23.5,Eugene Bozza,"Bozza, Eugène",1,2,,Germination (1983)
Fall 2024,24-25 Academic Year,23,Conservatory Concert Hour,11/15/24,Nic Kuster,Concert Hour,Recital,,23.6,J.G. Pennequin,"Pennequin, J.G.",1,2,,Have You Seen the Newborn King? (2018)
Fall 2024,24-25 Academic Year,24,Varied Ensembles I,11/18/24,Kyle Bruckmann,Chamber,Chamber,,24.1,Gabriel Pierné,"Pierné, Gabriel",1,2,,"Bonecos de Olinda, Overture for Orchestra (2019)"
Fall 2024,24-25 Academic Year,24,Varied Ensembles I,11/18/24,Kyle Bruckmann,Chamber,Chamber,,24.2,Antonín Dvořák,"Dvořák, Antonín",1,2,,Pal-So-Seong (2016)
Fall 2024,24-25 Academic Year,24,Varied Ensembles I,11/18/24,Kyle Bruckmann,Chamber,Chamber,,24.3,Catherine Likhuta,"Likhuta, Catherine",2,1,,Origin (2022)
Fall 2024,24-25 Academic Year,24,Varied Ensembles I,11/18/24,Kyle Bruckmann,Chamber,Chamber,,24.4,Niloufar Nourbakhsh,"Nourbakhsh, Niloufar",4,1,,Source Code (2013)
Fall 2024,24-25 Academic Year,24,Varied Ensembles I,11/18/24,Kyle Bruckmann,Chamber,Chamber,,24.5,T.J. Anderson,"Anderson, T. J.",3,1,,"Ignition, from the opera Angel’s Bone (2015) for oboe and tam-tam"
Fall 2024,24-25 Academic Year,25,Pacific Jazz Ensemble/Gary Motley,11/20/24,Patrick Langham,Ensemble,Ensemble,,25.1,Joe Mazzaferro,"Mazzaferro, Joe",1,1,,Birdsong (2012)
Fall 2024,24-25 Academic Year,25,Pacific Jazz Ensemble/Gary Motley,11/20/24,Patrick Langham,Ensemble,Ensemble,,25.2,"Marty Symes, Isham Jones","Jones, Isham / Symes, Marty",1,2,,Hymn for Everyone (2021)
Fall 2024,24-25 Academic Year,25,Pacific Jazz Ensemble/Gary Motley,11/20/24,Patrick Langham,Ensemble,Ensemble,,25.3,Scott Ninmer,"Ninmer, Scott",1,1,,Dances in the Canebrakes (1953)
Fall 2024,24-25 Academic Year,25,Pacific Jazz Ensemble/Gary Motley,11/20/24,Patrick Langham,Ensemble,Ensemble,,25.4,NA,unknown,999,999,,Hammers (2012)
